abasshen,abash
hailsen,hail
halely,wholly
halen,hale
halflingis,half
halfpeny,halfpeny
hali,holy
haliȝen,hallow
halle,hall
ham,am
hamer,hammer
hand,hand
handlen,handle
hangen,hang
hangen,hang
hansellen,handsel
happynge,wrapping
harborowe,harbour
harden,hard
hardenen,harden
hardi,hardy
hardinesse,boldness
harding,hardening
hares,hairs
harm,harm
harmen,harm
harre,hinge
harwen,harrow
hase,hoarse
haspe,hasp
haspen,hasp
hast,haste
hasten,haste
hastif,hasty
hat,hot
hate,heat
hatien,hate
hatreden,hatred
hauk,hawk
hauke,hawk
haukynge,hawking
hauen,have
hauene,haven
hauer-cake,oatcake
hawbart,halberd
hawe-thorne,hawthorn
hay-warde,hedgewarden
heal,hail
healen,heels
heaued,head
hede,heed
heden,heed
heed,head
heedlyng,headlong
heele,heel
heer,hair
heer,here
hegge,hedge
heh-engel,archangel
hehnesse,highness
heighe,highly
heigher,higher
heighest,highest
heih,high
heir,heir
hei-ward,hedgewarden
helen,heal
helle,hell
helle-fur,hellfire
helle-hound,hellhound
helme,helm
helmed,helm
help,help
helpen,help
helplees,helpless
hem-self,themselves
hende,hand
heng,hung
henge,hinge
henne,hence
hennes,hence
hennes-forth,henceforth
heo,he
heom,them
heo-seolf,herself
hep,heap
heraud,herald
herbe,herb
herbere,herbs
herberwe,shelter
herbore-les,homeless
herde,hard
herde,herd
herde-man,herdsman
heremyte,hermit
heren,hear
hering,herring
herken,hark
herknen,hearken
hermyne,ermine
herne,corner
herne,heron
heron,heron
heronsewe,heron
herre,hinge
hert,hart
herte,heart
herte-blood,blood
hertely,hearty
hertely,heartily
herting,cheering
heruest,harvest
heruest-trees,trees
hes,her
hespe,hasp
hete,heat
hete,heat
hete,hate
hetel,cruel
heth,heath
hethen,heathen
heðen,hence
hethenesse,heathendom
hethenlich,heathen
heued,head
heued-cloð,headcloth
heuen,heave
heuene,heaven
heuenliche,heavenly
hewed,hued
hewen,hew
hey,hay
heythe,height
hiden,hide
hider,hither
hider-to,hitherto
hider-ward,hitherward
hidous,hideous
hierte,heart
hil,hill
him,him
him-seluen,himself
hindir,hinder
hine,him
hire,here
hirne,corner
hirten,hurt
his,his
hit,it
hitten,hit
hiȝen,hasten
hod,hood
hoddy-peke,hoodpick
hok,hook
hoked,hook
hole,whole
hole-ly,wholly
holi,holy
holi-dai,holiday
holle,hull
holly,holly
holwe,hollow
holyn,holly
holyn-bery,hollyberry
homward,homeward
hond,hand
honestly,honourably
hong,hung
hongede,hung
honour,honour
honoure,honour
hony,honey
hony-socle,honeysuckle
hood,hood
hoom,home
hoornesse,hoariness
hoot,hot
hope,hope
hopen,hope
hord,hoard
hore,whore
horedom,whoredom
hors,horse
horse-corser,horsedealer
horte,hurt
horten,hurt
hortynge,hurting
hoseli,housel
hou,how
houch-senous,hocksinews
houge,huge
houre,hour
housbond,husband
hous-coppis,housetops
houselen,housel
house-wif,housewife
houten,hoot
houȝ-senue,hocksinew
houe,hoof
houe-daunce,courtdance
howfe,coif
hude,hide
huden,hide
huerte,heart
huge,huge
huide,hide
huirnes,corners
hukker,hawker
hukster,huckster
hule,husk
humble,humble
humblesse,humility
humilitee,humility
hund,hound
hundred,hundred
hundred-feald,hundredfold
hungren,hunger
hungri,hungry
hunte,hunter
hunten,hunt
hunteresse,huntress
hunteð,hunting
hupe,hip
hurde,heard
hure,hire
huren,hire
hurlen,hurl
hurne,corner
hurte,hurt
huschen,hush
i-brusted,bristly
i-cnowen,know
i-coren,chosen
idelnesse,idleness
i-fellen,fell
i-finden,find
igain,against
i-gon,go
ile,isle
i-leaue,leave
i-leoten,lot
i-lethered,leather
ilich,like
iliche,alike
ille,ill
illuster,illustrious
i-mong,among
impayable,implacable
importable,intolerable
inche,inch
incontinent,incontinent
infortune,misfortune
inne,into
innen,into
inobedience,disobedience
inobedient,disobedient
inpassyble,incapable
inpossible,impossible
in-ras,inroad
inunctment,ointment
iren,iron
iren,iron
i-reste,rest
ische,issue
i-sechen,seek
isturbed,disturbed
i-tiden,betide
i-ureden,injure
i-war,wary
i-whils,while
i-wil,will
iacynte,jacinth
iagge,jag
iagge,jag
ialous,jealous
ialousye,jealousy
ianglere,brawler
iargoun,jargon
ieaunt,giant
iemis,gems
ient-man,gentleman
ieoperdie,jeopardy
iette,jet
iogelen,juggle
iogelour,juggler
iorne,journey
iousten,joust
iuge,judge
iugement,judgment
iugen,judge
iuglen,juggle
iugulynge,juggling
iustlen,jostle
kechyn,kitchen
kedde,made
kenne,kin
kesse,kiss
keste,cast
keye,key
kidde,made
kidnere,kidney
kiken,kick
kine-dom,kingdom
kine-lond,kingdom
king,king
kingdom,kingdom
king-riche,kingdom
kithing,telling
kitlynge,tickling
kitoun,kitten
kittingis,cuttings
kleþing,clothing
knack,snap
knap,snap
knappes,knobs
knaue-child,child
knawe,know
knawen,gnawed
kne,knee
kneden,knead
knelen,kneel
knelyng,kneeling
kneon,knees
knippen,nip
kniȝt,knight
kniȝten,knight
kniȝthod,knighthood
knoppe,knob
knopped,knobs
knotte,knot
knowen,know
knowes,knees
knowleche,knowledge
knowlechen,acknowledge
knowleching,acknowledging
knytten,knit
koth,quoth
kuchene,kitchen
kudde,made
kumen,come
kun,kin
kundite,conduit
kunes-men,kinsmen
kun-rede,kindred
kuppe,cup
kussen,kiss
kuth,kith
kychen,kitchen
kyn,kin
kyndely,kindly
kyndely,kindly
kynes-man,kinsman
kynrede,kindred
kysse,kiss
labbyng,blabbing
lacching,taking
ladel,ladle
laden,burden
læfdi,lady
laf,loaf
lahfulnesse,lawfulness
lahter,laughter
lairy,miry
lakken,lack
lampe,lamp
langage,language
lappe,lap
lare,lore
lasnen,lessen
lastingly,constantly
lateful,late
laðful,hateful
latis,lattice
latrede,tardy
lauhen,laugh
laumpe,lamp
launce,lance
laurer,laurel
lauȝen,laugh
lauerd,lord
lauerdschipe,lordship
laueroc,lark
law,low
lawe,law
laweful,lawful
lawelese,lawless
lay,law
layke,game
layking,plaything
laȝe,law
lazar,leper
lebard,leopard
leden,leaden
leed,lead
leef,leaf
leel,leal
leendis,loins
lees,leash
lefdi,lady
lege,liege
lende,land
lene,lean
lenen,lean
lener,lender
lenge,linger
lengðe,length
lennen,lend
lennynge,lending
lenten,lent
leome,limb
leon,lion
leopart,leopard
leornen,learn
lepen,leap
leper,leaper
lepre,leprosy
lered,used
lerned,learned
lese,leash
lesen,lose
leser,releaser
lesse,less
leste,least
leste,listen
lesten,last
lestinde,lasting
les-when,lest
letherien,lather
letuarie,electuary
leun,lion
leue,live
leued,leaves
leuedy,lady
leuen,leave
leye-lond,lealand
leyen,lay
leyn,lay
leyser,leisure
libben,live
licht,lights
licken,lick
licour,liquor
lid,lid
lieftenant,lieutenant
liese,lose
lifes,lives
lift,left
ligeaunce,allegiance
ligen,lie
liggen,lie
liggyng,lying
likerous,lecherous
likli,likely
liklihed,likelihood
liknen,liken
liknesse,likeness
lilie,lily
lim,limb
lispen,lisp
listely,slily
liteled,esteem
lith,limb
liuien,live
lixt,liest
liȝt,light
liȝtinge,lightning
lobres,lubbers
loby,looby
lode-star,loadstar
lode-stone,loadstone
lof,loaf
loggyng,lodging
loht,light
loken,locked
loking,looking
lokken,lock
lollen,loll
lomb,lamb
lond,land
londe,land
lond-folk,countryfolk
lone,lane
lone,loan
longe,lung
longen,long
longinge,longing
loof,loaf
loos,loss
lordschipe,lordship
lore,lore
lorel,laurel
lorn,lost
lot,lot
lothe,loathe
loud,loud
lough,laughed
louh,low
louhnesse,lowliness
loure,lower
loue,love
louerd,lord
louyen,love
louyere,lover
lowe,lowly
lud,loud
lufe,love
luft,left
luren,sullen
lurken,lurk
lustnen,listen
lutel,little
luue,love
lyflode,life
lyfly,lively
lyft,left
lyften,lift
lyik,like
lymit,limit
lyp,lip
lytel,little
lyðen,listen
lyverè,livery
lyȝen,lie
mace,mace
mad,made
madden,mad
mæsse-dæi,massday
mahte,might
malencolye,melancholy
malencolyk,melancholy
malliable,malleable
mamelek,mameluke
mamely,mumble
man,man
mandragora,mandrake
mandrak,mandrake
maner,manor
manicle,manacle
manke,money
mantel,mantle
mantelet,mantle
manye,many
marchaundise,merchandise
marchaunt,merchant
marchen,march
marie,marriage
marie,marry
markis,marquis
markisesse,marchioness
marle,marl
martrik,marten
martryn,martens
martyr,martyr
martyrdome,martyrdom
maschen,mash
massage,message
masse,mass
mast,most
matrimoyne,matrimony
maundement,commandment
mawe,maw
mayde,maid
mayden,maiden
mayre,mayor
mayster,master
maysterful,powerful
maystresse,mistress
maystrye,mastery
mearren,mar
mede,mead
mede,mead
meel,meal
meiden,maiden
meined,mixed
meister,master
meistre,mistress
meistren,master
meke,meek
mekely,meekly
meken,meek
mel,meal
mellere,miller
mel-stan,millstone
melten,melt
men,man
menstralcye,minstrelsy
mentil,mantle
meobles,moveable
meoc,meek
meocnesse,meekness
mercy,mercy
mercyable,merciful
mere,mare
merels,morris
merke,murky
merkenesse,darkness
merling,whiting
mermayde,mermaid
mersche,marsh
merthe,mirth
merueile,marvel
mesauentur,misadventure
meschaunce,mischance
mescheuen,mischief
mesel,leper
message,message
messager,messenger
messe,mass
mesurable,moderate
mete,meal
meten,meet
meten,mete
metrete,measure
meyne,moan
miche,much
mid,mid
midwif,midwife
mightand,might
mihte,might
milce,mercy
milde,mild
minyshe,minish
mirky,dark
mirre,myrrh
mirye,merry
missen,miss
mistiloker,mystic
misty,mystic
misty,misty
miteyn,mitten
moder,mother
moght,might
moile,defile
molte,molt
momelen,mumble
mon,man
monchen,munch
mone,moon
monè,money
monek,monk
moneth,month
moneye,money
moneyeles,moneyless
moni,many
monk,monk
monkrye,monks
monsede,cursed
moode,mud
mool-bery,mulberry
moralitee,amoral
mordre,murder
more,moor
morsel,morsel
morther,murder
morther,murder
mortherer,murderer
morwe,morrow
morwen,morn
morwenynge,morning
moskles,mussels
mote,moat
motlè,motley
motoun,mutton
motyf,motive
mounte,mount
mountein,mountain
mounten,mount
mournen,mourn
mournyng,mourning
mous,mouse
mouth,mouth
moutin,moult
mouȝt,moth
mowen,mow
moystin,moist
moystnesse,moistness
moysture,moisture
mud,mud
mudly,muddy
mught,might
muk,muck
munec,monk
munstral,minstrel
munt,mount
murcnen,murmur
murnen,mourn
murnyn,mourning
murrin,murrain
murthe,mirth
muskylle,mussel
mussel,morsel
mydge,midge
myghtful,powerful
myghty,mighty
mylle,mill
mylnere,miller
mynen,mine
mynour,miner
mynstral,minstrel
mynstralcie,minstrelsy
mynstre,monastery
myrk,dark
nacioun,nation
naddren,adders
naht,night
naht,not
naked,bare
naken,bare
nam,am
napron,apron
narwe,narrow
nas,was
natiuite,nativity
natte,mat
nauele,navel
nay,nay
naylen,nail
nece,niece
nedder,adder
nedle,needle
neer,nearer
nefen,name
neither,neither
nekke,neck
nemnen,name
neowe,new
neoȝe,nine
nercotyk,narcotic
nere,were
nese,nose
nest,nest
nestlen,nests
neðer,nether
nette,net
neuere,never
neueu,nephew
newe,new
newen,renew
newte,newt
neȝen,neigh
nieþe,ninth
nifle,trifle
nis,is
niuelen,snivel
niwe,new
niȝen,nine
noble,noble
noblen,ennoble
noblesse,nobility
nobley,nobility
nok,nook
noke,oke
nokke,notch
nolde,would
nombre,number
nombren,number
nome,name
non,no
nonne,nun
nonnerie,nunnery
noppe,nap
noppe,nap
norice,nurse
norischen,nourish
noselen,nuzzle
noselen,fondle
nose-thirl,nostril
note,nut
nother,nor
nou,now
noumbren,number
noumpere,umpire
nouelrie,novelty
nultu,wilt
nummer,number
nunne,nun
nursche,nurse
nurschen,nourish
nyght,night
nymyl,nimble
nyne,nine
obeisant,obedient
obeisaunce,obedience
obeiss,obey
obeye,obey
obout,about
o-brode,abroad
occean,ocean
odde,odd
office,office
offrende,offering
offri,offer
offringe,offering
of-hungred,anhungred
of-newe,anew
of-scapie,escape
of-senden,send
of-seruen,deserve
of-spring,offspring
of-taken,taken
ofte,often
of-þurst,athirst
ogain,against
ogaines,against
ogen,own
ogremoyne,agrimony
oise,use
oise,use
oken,oaken
okerer,usurer
old,old
oldli,old
oliuere,oliveyard
onan,once
on-bydraw,withdraw
ond-swere,answer
ondswerien,answer
ones,once
ongel,angel
oniȝt,night
on-lepi,only
onlich,only
on-lofte,aloft
on-rounde,around
on-side,aside
on-sides,aside
on-slepe,asleep
on-spekinde,unspeakable
on-swere,answer
on-swerde,answered
on-till,until
on-uast,fast
ook,oak
oones,once
oonlepy,sole
oonli,sole
oonli,only
open,open
open-heaued,bareheaded
open-lic,open
oratorye,prayer
orcheȝard,orchard
ordal,ordeal
ordeynen,ordain
ordre,order
ore,one
ore,ore
orest,first
organ,organ
orpiment,orpiment
orrible,horrible
ostage,hostage
oste,host
ostel,hostel
ostelrie,hostelry
ostryche,ostrich
otes,oats
oter,otter
oth,oath
other-gatis,otherwise
oðer-weies,otherwise
ought,aught
oule,owl
ounce,ounce
our,your
oure,our
ournement,ornament
ournyng,adorning
out,out
out-bray,bray
out-bresten,burst
outen,utter
outerly,utterly
out-lawe,outlaw
out-let,outlet
outrage,outrageous
outrayed,destroyed
out-ryde,ride
out-senden,send
ouen,oven
ouer-,over
ouer-cummen,overcome
our-hailing,overhauling
ouer-maistrien,overmaster
ouermastes,summits
ouer-non,afternoon
ouer-sen,observe
ouer-take,overtake
ouertlye,openly
ouer-walten,overflow
ouer-wente,overcame
owai,away
owel,awl
owen,own
o-whider,anywhither
oxe,ox
oxe-stalle,oxstall
oxspring,offspring
oyle,oil
oynement,ointment
oyntynge,anointing
oynoun,onion
oȝen,owe
oȝen,own
paene,pagan
pagent,pageant
pagent,page
pagyne,page
pakken,pack
pakok,peacock
paleys,palace
palfrey,palfrey
palle,pallium
pallen,pall
palme,palm
palmere,palmer
palmestrye,palmistry
pament,pavement
panter,painter
pantere,panther
parcenel,partner
parcenelynge,partnership
parcener,sharer
parchementer,preparer
parchemyn,parchment
pardon,pardon
pardoner,pardons
parfit,perfect
parfitliche,perfectly
parfournen,perform
parische,parish
parischen,parishioner
paritorie,pellitory
parlement,parliament
parochien,parishioner
partie,portion
partriche,partridge
passyng,surpassing
pas-tans,pastime
paue,pave
pauement,pavement
paume,palm
peas,peace
pecok,peacock
pelet,pellet
pelle,pall
pelrimage,pilgrimage
penaunce,penance
penauncer,penance
penaunt,penance
peny,penny
peosen,peas
perauntere,peradventure
percen,pierce
perchmentier,parchment
pere,pear
peregrin,foreign
pereye,perry
perfet,perfect
pese,pea
pettes,pits
peynten,paint
peynture,picture
philosophre,philosopher
pich,pitch
pigge,pig
pikke,pitch
piler,pillar
pilwe,pillow
pistle,epistle
plage,plague
plaid,plea
plaidi,plead
plaiding,pleading
plat,flat
playn,plainly
ple,plea
plentee,plenty
plenteuousnesse,plenteousness
plentuuste,plentifulness
plete,plead
pletede,plaited
pley,play
pleyn,plain
plihten,plight
plouh,plough
plukken,pluck
poer,power
poket,pocket
polcat,polecat
poletes,pullets
polische,polish
poll,poll
pome,pomade
ponne,pan
pope,pope
popet,puppet
pore,poor
pors,purse
portatyf,portable
porte,gate
portrey,pourtray
potte,put
pouderen,powder
poudre,powder
pound,pound
pouren,pore
pout,poke
prane,prawn
praty,pretty
prayen,pray
prechen,preach
prechour,preachers
preie,prey
prente,print
prentis,apprentice
prentishode,apprenticeship
prest,priest
presthod,presthood
prevy,privy
preyen,pray
preyere,prayer
primate,place
prisun,prison
prisun,prisoner
procuratour,proctor
profyte,profit
profyten,profit
proheme,prologue
proiner,pruner
prollen,prowl
promissioun,promise
promyt,promise
proud,proud
proue,proof
prouendre,prebendary
prouendren,provide
prowesse,prowess
prustes,priests
prut,proud
pryde,pride
prydeles,pride
pryen,pry
pryklyng,urging
prymer,primer
pryns,prince
prynte,print
prysen,price
pryson,prison
prysonere,prisoner
pryuete,privity
psalme,psalm
psautere,psalter
publisshen,public
pulched,polished
pulte,pullet
pulter,poulterer
pultrie,poultry
punde,pound
puple,people
purpurat,purple
purse,purse
purtreied,pourtrayed
purveour,purveyor
pyke,pike
pylgrim,pilgrim
pylgrimage,pilgrimage
pynne,pin
pynoun,pennon
pyony,peony
pyt,pit
quaken,quake
quarere,quarry
quarteroun,quarter
quave-mire,quagmire
quauynge,shaking
quayle,curdle
quenchen,quench
querrour,quarryman
queste,bequest
queynt,quaint
quikliche,quickly
quod,quoth
quoyntyse,quaintness
quyk-myre,quagmire
quytly,quite
quytter,twitter
rade,road
radyous,radiant
ræueres,robbers
ragman-roll,roll
rair,roar
raiss,rose
ram,ram
ramne,bramble
rapen,hasten
rase,race
rase,race
rasour,razor
raspen,rasp
raton,rat
ratte,rat
rattes,rags
raunson,ransom
raunsoun,ransom
ravined,ravenous
rawe,row
rayeres,ray
rayl,rail
rayle,rail
reade,red
readi,ready
real,royal
realte,royalty
receyt,recipe
recheles,careless
rechelesnesse,carelessness
recomand,commend
reconforte,comfort
recoure,recover
recours,recourse
recouerer,restorer
recrayed,defeated
recule,recoil
